Ped,Bike,Bike Loop,School Area,1st St,E 2nd St,5th St,8th St,B St,F St,J St N,North Sycamore,North Anderson,North Anderson,East Covell,Olive Drive,Pole Line,West Russell,Russell,Downtown,University Rice,Old North,Old East,A St,DATE,TIME,REPORT,STREET 1,STREET 2,DISTANCE,DIRECTION,PRIMARY CAUSE,COLLISION TYPE,INJURY,Bike,5 Year Bike,5 Year  Ped,Ped,FATAL,TYPE OF COLLISION,VEHICLE 1,VEHICLE 2,INVOLVED WITH,OBJECT HIT,PEDESTRIAN ACTION,TRAFFIC CONTROL DEVICES,NOTES
,,,,,,,,,,,,,,,,,,,,,,,,3/4/2004,8:30 PM,04-1332,3023 Albany Ave,"""""",',Not Stated,VC .,Head-On,,,,,,,,Pickup Truck,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,3/5/2004,10:50 AM,04-1343,Chiles Road,El Cemonte Avenue,0',In Int.,VC 21755,Sideswipe,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,1,,,,,,,,,,,,,,,3/6/2004,3:12 AM,04-1359,F Street,Bueno Drive,0',In Int.,VC 23152.A,Hit Object,,,,,,,,Pickup Truck,,Fixed Object,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,1,,1,,,3/6/2004,6:35 PM,04-1369,Fifth Street,G Street,0',In Int.,VC 21801.A,Head-On,3,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,1,,,,,,,,,,,,,,,3/8/2004,,04-1400,F Street,E Fourteenth Street,340',South,VC .,Sideswipe,,,,,,,,Passenger Car,Other,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,1,,,,,,,,,,,,,,,,,3/8/2004,5:01 PM,04-1405,W Eighth Street,Oak Avenue,0',In Int.,VC 21801.A,Broadside,1,,,,,,,Pickup Truck,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,1,,3/9/2004,6:47 AM,04-1408,J Street,Yale Drive,350',North,VC .,Rear-End,3,,,,,,,Passenger Car,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,1,,,,,,,,,,,3/9/2004,1:25 PM,04-1412,Russell Blvd,Anderson Road,120',West,VC 22107,Broadside,,,,,,,,Passenger Car,Pickup Truck,Parked Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,1,,,,,,,,,,,,,,,,1,,3/9/2004,2:06 PM,04-1413,L Street,Fifth Street,0',In Int.,VC 21650,Other,1,1.0,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,1,,,,,3/9/2004,12:30 PM,04-1429,D Street,Second Street,40',South,VC 22106,Rear-End,,,,,,,,Passenger Car,Pickup Truck,Parked Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,,,,,,,,,3/10/2004,5:30 PM,04-1439,Alhambra Drive,Arroyo Avenue,0',In Int.,VC 21801.A,Other,1,1.0,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,3/11/2004,10:50 AM,04-1451,Chiles Road,Ensenada Drive,258',East,VC 21801.A,Hit Object,,,,,,,,Pickup Truck,Passenger Car,Fixed Object,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,,1,,,,3/11/2004,1:15 PM,04-1452,Russell Blvd,University Avenue,0',In Int.,VC 21801.A,Broadside,,,,,,,,Passenger Car,Pickup Truck,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,1,,1,,,3/12/2004,4:15 PM,04-1470,Fifth Street,E Street,0',In Int.,VC 21802.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,1,,,,,1,,,,,,,,,,3/13/2004,6:25 PM,04-1488,W Covell Blvd,F Street,0',In Int.,VC 22350,Rear-End,,,,,,,,Pickup Truck,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,1,,,,,,,,,,,3/13/2004,10:20 PM,04-1492,Russell Blvd,Anderson Road,0',In Int.,VC 21804.A,Other,1,1.0,,,,,,Bicycle,Passenger Car,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,,,,,,,,,3/16/2004,1:28 AM,04-1496,L Street,E Covell Blvd,90',North,VC .,Sideswipe,,,,,,,,,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,,,,1,,3/14/2004,4:07 PM,04-1502,Fifth Street,J Street,25',West,VC 22350,Rear-End,5,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,1,,,,,,,,,,,,,,,,,3/15/2004,3:31 PM,04-1519,E Eighth Street,J Street,145',West,VC 22106,Rear-End,,,,,,,,Passenger Car,Other Bus,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,1,,,,,,,,3/15/2004,5:19 PM,04-1533,Fifth Street,Pole Line Road,150',East,VC 21804.A,Broadside,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,,1,,,1,3/2/2004,11:40 AM,04-1565,Russell Blvd,A Street,0',In Int.,VC .,Rear-End,,,,,,,,Passenger Car,Pickup Truck,Other Motor Vehicle,,Crossing In Crosswalk At Intersection,,
,1,,,,,1,,,,,,,,,,,,,1,,1,,,3/16/2004,10:46 AM,04-1569,Fifth Street,G Street,0',In Int.,VC 21801.A,Head-On,2,2.0,,,,,,Passenger Car,Bicycle,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,1,,,,,,,,3/16/2004,6:10 PM,04-1579,Pole Line Road,Moore Blvd,0',In Int.,VC 22107,Other,1,1.0,,,,,,Bicycle,Passenger Car,Bicycle,,No Pedestrian Involved,,
,,,,,1,,,,,,,,,,,,,,,,,,,3/17/2004,7:24 AM,04-1586,Mace Blvd,Second Street,0',In Int.,VC 26453,Rear-End,,,,,,,,Passenger Car,Pickup Truck,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,1,,,,,,,,3/18/2004,6:00 PM,04-1616,E Covell Blvd,Pole Line Road,0',In Int.,VC 22350,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,1,,1,,,,,,,,,,,,,,,3/16/2004,10:00 PM,04-1629,F Street,E Eighth Street,0',In Int.,VC ,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,1,,,,,,,,3/20/2004,8:21 AM,04-1653,Pole Line Road,E Covell Blvd,274',South,VC 22107,Broadside,2,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,3/21/2004,6:10 AM,04-1663,Cowell Blvd,Drew Avenue,300',West,VC .,Sideswipe,,,,,,,,Passenger Car,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,,,,,,,,,,,3/19/2004,6:00 PM,04-1686,W Covell Blvd,Oak Avenue,80',East,VC 22350,Rear-End,1,,,,,,,Passenger Car,Pickup Truck,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,3/23/2004,2:38 PM,04-1692,Mace Blvd,Chiles Road,0',In Int.,VC 21453.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,1,,1,,,3/24/2004,7:15 AM,04-1706,Fifth Street,E Street,0',In Int.,VC 21802.A,Broadside,,,,,,,,Truck,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,,,,,,,,,,,3/24/2004,4:20 PM,04-1714,Arlington Blvd,Calaveras Avenue,0',In Int.,VC 21801.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,,,,,,,,,3/24/2004,7:15 PM,04-1718,E Covell Blvd,Manzanita Lane,106',East,VC .,Hit Object,,,,,,,,Passenger Car,Passenger Car,Other Object,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,3/24/2004,7:25 PM,04-1719,Mace Blvd,Interstate 80 Wb,0',In Int.,VC 22350,Rear-End,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,1,,,,,3/25/2004,11:15 AM,04-1732,Third Street,G Street,168',East,VC 21804.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,3/25/2004,2:05 PM,04-1737,Chiles Road,Cowell Blvd,0',In Int.,VC 22450.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,,,,,,,,,3/25/2004,5:34 PM,04-1741,E Covell Blvd,Baywood Lane,25',West,VC 22107,Sideswipe,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
1,,,,,,,,,,,,,,,,,,,,,,,,3/25/2004,7:22 PM,04-1743,Russell Blvd,Sycamore Lane,0',In Int.,VC 21950.A,Head-On,1,,,,1.0,,,Passenger Car,Pedestrian,Pedestrian,,Crossing In Crosswalk At Intersection,,
,,,,,,,,,,,,,,,,1,,,,,,,,3/27/2004,11:10 AM,04-1779,Pole Line Road,Null,122',East,VC 22350,Broadside,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,1,,,,,,,,,,,,,,,,,,,3/27/2004,3:25 PM,04-1780,Mace Blvd,Second Street,32',South,VC 22350,Rear-End,,,,,,,,Passenger Car,Motorcycle,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,3/4/2004,12:30 PM,04-1781,W Covell Blvd,Highway 113 Nb,0',In Int.,VC .,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,,,,,,,,,3/29/2004,2:11 PM,04-1802,E Covell Blvd,Wright Blvd,0',In Int.,VC 21453.A,Broadside,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,1,,1,,,3/30/2004,9:41 AM,04-1814,Fifth Street,C Street,15',West,VC 22350,Hit Object,,,,,,,,Passenger Car,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,3/30/2004,4:08 PM,04-1818,E Covell Blvd,Wright Blvd,10',West,VC 22400.A,Rear-End,2,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,1,,1,,,3/31/2004,1:22 PM,04-1831,Fifth Street,G Street,0',In Int.,VC 21801.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,1,,,,,,,,,,,,,,,1,,,,,4/1/2004,12:35 AM,04-1842,First Street,Null,40',North,VC 22106,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
1,,,,,,,,,,,,,,,,,,,,,,,1,4/3/2004,12:01 AM,04-1887,Russell Blvd,Miller Drive,0',In Int.,VC 21950.B,Vehicle - Pedestrian,1,,,,1.0,,,Passenger Car,Pedestrian,Pedestrian,,Crossing In Crosswalk At Intersection,,
,,,,,,1,,,,,,,,,,,,,,,,,,4/3/2004,3:15 PM,04-1909,Fifth Street,Null,30',East,VC 22350,Rear-End,2,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,1,,,,,4/5/2004,5:29 PM,04-1930,C Street,Fourth Street,126',South,VC 22350,Broadside,,,,,,,,Passenger Car,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,1,,,,,,,,,,,4/5/2004,4:00 PM,04-1932,1905 Anderson Road,Null,0',In Int.,VC .,Rear-End,,,,,,,,Passenger Car,,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,1,,,,,,,,4/2/2004,8:15 AM,04-1998,Pole Line Road,Fifth Street,0',In Int.,VC .,Sideswipe,,,,,,,,Pickup Truck,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,4/9/2004,5:20 PM,04-2020,Russell Blvd,South Campus Way,300',East,VC 22350,Rear-End,2,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,4/9/2004,5:41 PM,04-2021,2939 Spafford St,"""""",',Not Stated,VC .,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,4/4/2004,3:45 AM,04-2052,Cowell Blvd,Richards Blvd,0',In Int.,VC .,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,4/12/2004,10:02 AM,04-2068,Russell Blvd,Oak Avenue,80',West,VC 22350,Rear-End,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,1,,,,,,,4/12/2004,6:20 PM,04-2081,Russell Blvd,Eisenhower Street,105',East,VC 22350,Rear-End,3,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,,,,1,,,,,4/13/2004,7:30 AM,04-2108,Third Street,C Street,0',In Int.,VC 22450.A,Broadside,1,1.0,,,,,,Bicycle,Passenger Car,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,4/13/2004,4:59 PM,04-2111,Cowell Blvd,Valdora Street,528',West,VC 21804.A,Sideswipe,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,1,1,1,,,,,,,,,,,,,,,,,,,,,4/13/2004,7:59 PM,04-2113,Villanova Drive,Redwood Lane,0',In Int.,VC .,Other,,,,,,,,Bicycle,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,,1,,,,,,,,,,,1,1,,,,4/14/2004,2:00 PM,04-2123,B Street,Rice Lane,15',South,VC 22350,Rear-End,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,1,,,,,4/15/2004,1:40 PM,04-2149,G Street,Third Street,30',South,VC 22106,Broadside,,,,,,,,Pickup Truck,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,4/15/2004,10:05 PM,04-2165,Madrone Lane,Albion Place,550',South,VC 23152.B,Sideswipe,,,,,,,,Passenger Car,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,1,,4/16/2004,1:20 PM,04-2175,Third Street,I Street,0',In Int.,VC 21802.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,1,,,,,,1,,,,,,,,,,,4/16/2004,2:30 PM,04-2176,Anderson Road,W Eighth Street,385',South,VC 22103,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,1,,,,,,,,,4/16/2004,4:25 PM,04-2178,Richards Blvd,Olive Drive,123',South,VC 21460.5C,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,1,,,,,4/17/2004,10:45 PM,04-2214,F Street,Third Street,0',In Int.,VC 23152.A,Sideswipe,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,1,,,,,,,,,,,,,,,,,4/18/2004,1:40 AM,04-2220,W Eighth Street,Eureka Avenue,30',West,VC .,Hit Object,,,,,,,,Passenger Car,,Fixed Object,,No Pedestrian Involved,,
,1,,,,,,,1,,,,,,,,,,,1,1,,,,4/18/2004,9:30 PM,04-2234,First Street,B Street,0',In Int.,VC 21802.A,Other,1,1.0,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,1,1,,,,4/19/2004,8:00 PM,04-2253,Fifth Street,G Street,0',In Int.,VC 21801.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,1,,,,,,,,,,,,,1,,,,,,,,4/20/2004,7:55 AM,04-2255,Pole Line Road,Cowell Blvd,528',North,VC 21650.1,Other,,,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,,,,,,,1,,4/20/2004,4:27 PM,04-2277,Third Street,I Street,141',West,VC 22517,Other,1,1.0,,,,,,Bicycle,Passenger Car,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,4/22/2004,5:10 PM,04-2313,Mace Blvd,Interstate 80 Wb,48',North,VC 22350,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,1,,,,,,,,,,,,4/23/2004,7:53 AM,04-2327,Anderson Road,Alvarado Avenue,0',In Int.,VC 21803.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,4/23/2004,1:20 PM,04-2332,Russell Blvd,Highway 113 Nb,0',In Int.,VC 22350,Rear-End,1,,,,,,,Passenger Car,Motorcycle,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,1,,,,,,,,,,,,,,,1,,,,,4/23/2004,4:40 PM,04-2336,Richards Blvd,First Street,200',South,VC 22350,Rear-End,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,1,1,,,,,,,,,,,,,1,,,,,,,,4/24/2004,6:35 PM,04-2362,Loyola Drive,Pole Line Road,19',East,VC 23152.A,Head-On,,,,,,,,Pickup Truck,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,,,,,,,,,4/25/2004,10:09 PM,04-2375,Russell Blvd,Oeste Drive,0',In Int.,VC 21650.1,Other,1,1.0,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,1,,,,,,,,4/16/2004,10:45 AM,04-2392,Pole Line Road,Fifth Street,0',In Int.,VC .,Rear-End,,,,,,,,Passenger Car,Truck,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,4/27/2004,11:12 AM,04-2403,Russell Blvd,Oak Avenue,90',East,VC 22350,Rear-End,1,,,,,,,Passenger Car,Truck,Other Motor Vehicle,,No Pedestrian Involved,,
,1,1,1,,,,,,,,,,,,,,,,,,,,,4/27/2004,4:00 PM,04-2410,Loyola Drive,Monarch Lane,150',West,VC 22517,Other,1,1.0,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,1,,,,,,,,,,4/28/2004,3:45 PM,04-2430,E Covell Blvd,L Street,600',East,VC 23152.B,Broadside,,,,,,,,,,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,1,1,,,,,,,,,,,4/29/2004,10:55 AM,04-2442,W Covell Blvd,Anderson Road,60',West,VC 22106,Rear-End,,,,,,,,Pickup Truck,Pickup Truck,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,1,,,,,,,,,,,4/29/2004,11:09 PM,04-2456,Russell Blvd,Anderson Road,0',In Int.,VC 21453.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
1,,,,,,,,,,,,,,,1,,,,,,,,,4/29/2004,5:25 PM,04-2480,Olive Drive,Richards Blvd,200',East,VC 21952,Vehicle - Pedestrian,1,,,,1.0,,,Pedestrian,Passenger Car,Pedestrian,,Not In Road,,
,,,,,,,,,,,,,,,,,,,,,,,,5/1/2004,2:05 AM,04-2494,Interstate 80 Wb,Mace Blvd,15',East,VC 23152.A,Hit Object,1,,,,,,,Passenger Car,,Fixed Object,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,5/1/2004,11:15 AM,04-2510,Glacier Drive,Olympic Drive,500',West,VC 21801.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,1,,,,,,,,,,1,,,,,,,,,,,5/3/2004,8:30 AM,04-2536,Anderson Road,Rutgers Drive,0',In Int.,VC 22517,Other,1,1.0,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,5/3/2004,,04-2553,Gauguin Place,Cassatt Street,50',East,VC .,Sideswipe,,,,,,,,Not Stated,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,1,,,,5/1/2004,5:00 PM,04-2555,Second Street,A Street,50',East,VC 22106,Other,,,,,,,,Passenger Car,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,1,,,,,,,,,,1,,1,,,5/3/2004,10:00 PM,04-2556,Fifth Street,F Street,0',In Int.,VC 21801.A,Head-On,,,,,,,,Other,Pickup Truck,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,5/4/2004,5:25 PM,04-2572,101 F St,Null,0',In Int.,VC 22515.A,Rear-End,,,,,,,,Passenger Car,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,1,,,,,,5/4/2004,5:01 PM,04-2587,Russell Blvd,California Avenue,0',In Int.,VC 22350,Rear-End,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,1,,,,,,,,,,,,,,,,,1,,5/6/2004,12:35 AM,04-2595,L Street,Second Street,0',In Int.,VC 23152.A,Head-On,,,,,,,,Passenger Car,,Fixed Object,,No Pedestrian Involved,,
,1,,1,,,,,,,,,,,,,,,,,,,,,5/6/2004,8:12 AM,04-2603,Imperial Avenue,Humboldt Avenue (W),95',North,VC 21804.A,Other,1,1.0,,,,,,Bicycle,Passenger Car,Bicycle,,No Pedestrian Involved,,
,1,,,,,,,,,,,,,,,1,,,,,,,,5/7/2004,7:55 AM,04-2674,Pole Line Road,Claremont Drive,0',In Int.,VC 21802.A,Other,1,1.0,,,,,,Bicycle,Pickup Truck With Trailer,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,1,,,,,,,,5/11/2004,6:01 PM,04-2706,Pole Line Road,Fifth Street,339',North,VC 21755,Head-On,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,1,,,,,5/8/2004,9:26 PM,04-2708,Third Street,D Street,0',In Int.,VC 22450.A,Broadside,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,1,,,,,,,,,,,,,,,,,1,,5/9/2004,1:44 PM,04-2717,Second Street,L Street,0',In Int.,VC 22350,Hit Object,,,,,,,,Passenger Car,,Other Object,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,1,,5/10/2004,10:56 AM,04-2733,Third Street,I Street,0',In Int.,VC 21801.A,Head-On,,,,,,,,Pickup Truck,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,1,,,,1,1,,,,,,,,,,,,,,,,5/19/2004,8:22 AM,04-2750,E Eighth Street,B Street,0',In Int.,VC 21453.A,Other,1,1.0,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,,1,,,,5/12/2004,2:28 PM,04-2783,University Avenue,Russell Blvd,50',South,VC 21804.A,Broadside,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,1,,,,,,,,,5/12/2004,4:21 PM,04-2785,Richards Blvd,Olive Drive,60',North,VC 22350,Rear-End,,,,,,,,Pickup Truck,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,1,,,,,,,,,,1,,1,,,5/13/2004,3:21 PM,04-2809,Fifth Street,F Street,0',In Int.,VC 21801.A,Head-On,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,1,,,,,1,,,,,,,,,,,,,1,,,,,5/13/2004,5:24 PM,04-2812,Fifth Street,C Street,0',In Int.,VC 21802.A,Other,1,1.0,,,,,,Passenger Car,Bicycle,Bicycle,,No Pedestrian Involved,,
,,,,,,,,,,, ,,,,,,,,,,,,,5/13/2004,10:04 PM,04-2822,Drake Drive,Sycamore Lane (N),75',East,VC 23152.A,Sideswipe,,,,,,,,Pickup Truck,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,,,,,,,,,,5/14/2004,3:19 PM,04-2838,Mace Blvd,Interstate 80 Wb,0',In Int.,VC 21453.A,Sideswipe,1,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,,,,,,,,,,,1,,1,,,5/14/2004,4:41 PM,04-2842,G Street,Fifth Street,300',South,VC 22106,Sideswipe,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,1,,,,,,,,,,1,,1,,,5/14/2004,4:43 PM,04-2843,Fifth Street,F Street,0',In Int.,VC 21801.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,1,,,,,,,,,,1,,1,,,5/15/2004,9:44 AM,04-2872,Fifth Street,F Street,0',In Int.,VC 21453.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,,,1,,,1,,,,,,,,,,1,,1,,,5/16/2004,4:26 PM,04-2892,Fifth Street,F Street,0',In Int.,VC 21801.A,Broadside,,,,,,,,Passenger Car,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,,1,,,,1,,,,,,,,,,,1,,,,,5/17/2004,5:34 PM,04-2920,First Street,B Street,165',West,VC 21804,Sideswipe,1,,,,,,,Motorcycle,Passenger Car,Other Motor Vehicle,,No Pedestrian Involved,,
,,,1,,,,,,,,,,,,,,,,,,,,,5/18/2004,8:37 AM,04-2929,Shasta Drive,Denali Drive,220',East,VC 22517,Hit Object,,,,,,,,Passenger Car,Passenger Car,Parked Motor Vehicle,,No Pedestrian Involved,,
,,,,,,,,,,,,,,,1,,,,,,,,,5/18/2004,10:52 PM,04-2945,Olive Drive,Hickory Lane,0',In Int.,VC 22350,Hit Object,,,,,,,,Passenger Car,,Fixed Object,,No Pedestrian Involved,,
